disp_id,client_id,account_id,type,birth_number,client_district_id,account_district_id,frequency,date
4479,4479,3714,OWNER,585724,2,2,weekly issuance,940421
4480,4480,3715,OWNER,630330,74,74,monthly issuance,971127
4481,4481,3716,OWNER,750616,1,1,monthly issuance,970414
4482,4482,3717,OWNER,790117,56,56,monthly issuance,940520
4483,4483,3718,OWNER,665829,63,63,monthly issuance,940416
4484,4484,3719,OWNER,550411,37,37,monthly issuance,970619
4485,4485,3720,OWNER,190720,36,36,monthly issuance,930730
4486,4486,3720,DISPONENT,145614,36,36,monthly issuance,930730
4487,4487,3721,OWNER,740814,22,22,monthly issuance,960221
4488,4488,3721,DISPONENT,715403,22,22,monthly issuance,960221
4489,4489,3722,OWNER,480324,76,76,monthly issuance,971207
4490,4490,3722,DISPONENT,565218,76,76,monthly issuance,971207
4491,4491,3723,OWNER,775713,2,2,monthly issuance,960614
4492,4492,3724,OWNER,655908,16,16,monthly issuance,970806
4493,4493,3725,OWNER,471005,33,33,monthly issuance,950611
4494,4494,3726,OWNER,521109,54,54,monthly issuance,960714
4495,4495,3727,OWNER,790411,66,66,monthly issuance,960119
4496,4496,3728,OWNER,710219,10,10,monthly issuance,940818
4497,4497,3728,DISPONENT,645914,10,10,monthly issuance,940818
4498,4498,3729,OWNER,311228,31,31,monthly issuance,950414
4499,4499,3729,DISPONENT,295928,31,31,monthly issuance,950414
4500,4500,3730,OWNER,240812,17,17,monthly issuance,940908
4501,4501,3731,OWNER,475318,70,70,monthly issuance,960520
4502,4502,3732,OWNER,320110,21,21,monthly issuance,970525
4503,4503,3732,DISPONENT,285528,21,21,monthly issuance,970525
4504,4504,3733,OWNER,656124,33,33,monthly issuance,960722
4505,4505,3733,DISPONENT,660706,33,33,monthly issuance,960722
4506,4506,3734,OWNER,546130,11,43,monthly issuance,930308
4507,4507,3735,OWNER,700803,1,1,monthly issuance,950427
4508,4508,3736,OWNER,211114,54,54,monthly issuance,960508
4509,4509,3736,DISPONENT,205312,54,54,monthly issuance,960508
4510,4510,3737,OWNER,386228,34,34,monthly issuance,950301
4511,4511,3738,OWNER,455427,51,51,monthly issuance,930801
4512,4512,3739,OWNER,631019,1,1,monthly issuance,970325
4514,4514,3741,OWNER,401225,65,65,monthly issuance,960818
4515,4515,3742,OWNER,205928,59,59,monthly issuance,970511
4516,4516,3743,OWNER,615927,1,1,monthly issuance,960322
4518,4518,3745,OWNER,525404,39,5,monthly issuance,930804
4519,4519,3746,OWNER,516031,70,70,monthly issuance,960604
4520,4520,3747,OWNER,575628,1,1,monthly issuance,940501
4521,4521,3748,OWNER,430909,1,1,monthly issuance,930710
4522,4522,3749,OWNER,506101,68,68,monthly issuance,960810
4523,4523,3749,DISPONENT,520309,68,68,monthly issuance,960810
4524,4524,3750,OWNER,570714,77,77,monthly issuance,950318
4525,4525,3750,DISPONENT,645717,77,77,monthly issuance,950318
4526,4526,3751,OWNER,705424,70,9,monthly issuance,930915
4527,4527,3752,OWNER,635204,1,1,monthly issuance,941125
4528,4528,3753,OWNER,220109,28,28,monthly issuance,950224
4529,4529,3754,OWNER,760916,37,37,weekly issuance,960219
4530,4530,3754,DISPONENT,845918,37,37,weekly issuance,960219
4531,4531,3755,OWNER,645625,64,64,monthly issuance,960120
4532,4532,3756,OWNER,531009,39,39,weekly issuance,941017
4533,4533,3757,OWNER,800129,64,64,monthly issuance,970924
4534,4534,3758,OWNER,541224,38,38,monthly issuance,950919
4535,4535,3759,OWNER,316203,1,1,monthly issuance,931229
4536,4536,3760,OWNER,471014,41,44,monthly issuance,930113
4539,4539,3763,OWNER,421212,55,55,monthly issuance,950823
4540,4540,3764,OWNER,360116,69,69,monthly issuance,951105
4541,4541,3765,OWNER,715302,32,32,monthly issuance,961114
4542,4542,3766,OWNER,540206,29,29,issuance after transaction,961018
4543,4543,3767,OWNER,411201,1,1,monthly issuance,951115
4544,4544,3768,OWNER,555613,52,52,monthly issuance,970606
4545,4545,3769,OWNER,365120,3,3,monthly issuance,960514
4546,4546,3770,OWNER,515420,23,23,monthly issuance,950920
4547,4547,3771,OWNER,436230,9,22,monthly issuance,930611
4548,4548,3772,OWNER,580105,7,7,monthly issuance,951120
4549,4549,3773,OWNER,206030,10,10,monthly issuance,970504
4550,4550,3774,OWNER,426017,72,72,monthly issuance,960830
4551,4551,3775,OWNER,240429,60,19,monthly issuance,930627
4552,4552,3775,DISPONENT,195228,60,19,monthly issuance,930627
4553,4553,3776,OWNER,455223,1,1,monthly issuance,961016
4554,4554,3777,OWNER,370724,70,70,monthly issuance,950119
4555,4555,3778,OWNER,600807,52,52,monthly issuance,930704
4556,4556,3779,OWNER,700531,74,74,monthly issuance,950708
4557,4557,3780,OWNER,326024,44,44,monthly issuance,951125
4558,4558,3780,DISPONENT,280927,44,44,monthly issuance,951125
4559,4559,3781,OWNER,585309,35,31,monthly issuance,930326
4560,4560,3782,OWNER,631020,9,9,weekly issuance,970317
4561,4561,3783,OWNER,685629,40,40,monthly issuance,951129
4562,4562,3784,OWNER,651011,25,25,monthly issuance,960122
4563,4563,3785,OWNER,715725,10,10,monthly issuance,930324
4564,4564,3785,DISPONENT,750825,10,10,monthly issuance,930324
4565,4565,3786,OWNER,480303,14,21,monthly issuance,930622
4567,4567,3787,OWNER,370212,70,70,monthly issuance,930219
4568,4568,3788,OWNER,820426,70,70,monthly issuance,930410
4569,4569,3789,OWNER,715709,6,6,monthly issuance,960818
4570,4570,3790,OWNER,396103,1,1,weekly issuance,970513
4571,4571,3791,OWNER,671107,1,1,weekly issuance,960503
4572,4572,3792,OWNER,365521,28,10,monthly issuance,930811
4573,4573,3793,OWNER,556012,5,5,monthly issuance,960628
4574,4574,3794,OWNER,666112,20,20,monthly issuance,970203
4575,4575,3795,OWNER,645920,36,36,monthly issuance,960318
4576,4576,3796,OWNER,580627,53,53,monthly issuance,930525
4577,4577,3797,OWNER,495725,64,64,monthly issuance,940903
4578,4578,3798,OWNER,761227,15,15,monthly issuance,970827
4579,4579,3799,OWNER,395701,74,74,monthly issuance,961129
4580,4580,3800,OWNER,446124,30,30,monthly issuance,960916
4581,4581,3801,OWNER,565616,1,1,monthly issuance,960620
4582,4582,3802,OWNER,181012,44,44,monthly issuance,960418
4583,4583,3803,OWNER,415824,61,61,monthly issuance,960126
4584,4584,3804,OWNER,495624,7,7,monthly issuance,940407
4585,4585,3805,OWNER,485910,9,9,monthly issuance,940702
4586,4586,3805,DISPONENT,510813,9,9,monthly issuance,940702
4587,4587,3806,OWNER,785506,36,36,monthly issuance,960418
4588,4588,3807,OWNER,766105,53,53,monthly issuance,950905
4589,4589,3808,OWNER,765915,2,38,monthly issuance,930811
4590,4590,3809,OWNER,360317,1,1,monthly issuance,961121
4591,4591,3810,OWNER,330819,43,43,monthly issuance,950622
4592,4592,3811,OWNER,555329,1,1,monthly issuance,961026
4593,4593,3812,OWNER,320703,72,72,monthly issuance,950116
4594,4594,3813,OWNER,401125,1,1,monthly issuance,971009
4595,4595,3813,DISPONENT,406129,1,1,monthly issuance,971009
4596,4596,3814,OWNER,735831,74,74,monthly issuance,951227
4597,4597,3815,OWNER,525519,1,1,monthly issuance,960324
4598,4598,3816,OWNER,415412,25,25,monthly issuance,960421
4599,4599,3816,DISPONENT,471205,25,25,monthly issuance,960421
4600,4600,3817,OWNER,670313,70,70,monthly issuance,950210
4601,4601,3818,OWNER,350402,1,74,monthly issuance,930101
4602,4602,3818,DISPONENT,345404,1,74,monthly issuance,930101
4603,4603,3819,OWNER,465726,69,69,monthly issuance,961111
4604,4604,3820,OWNER,681002,67,1,monthly issuance,931114
4605,4605,3821,OWNER,805909,18,18,monthly issuance,960418
4606,4606,3822,OWNER,371014,8,8,monthly issuance,930922
4607,4607,3823,OWNER,766116,74,74,monthly issuance,950419
4608,4608,3824,OWNER,450118,41,41,monthly issuance,940320
4609,4609,3825,OWNER,766219,7,7,monthly issuance,931214
4610,4610,3826,OWNER,665102,34,34,monthly issuance,950305
4611,4611,3827,OWNER,535510,1,1,monthly issuance,941004
4612,4612,3828,OWNER,605923,44,44,monthly issuance,970828
4615,4615,3830,OWNER,510731,56,56,monthly issuance,970420
4617,4617,3832,OWNER,771220,45,45,monthly issuance,960122
4618,4618,3832,DISPONENT,725327,45,45,monthly issuance,960122
4619,4619,3833,OWNER,415220,77,77,monthly issuance,970713
4620,4620,3834,OWNER,406101,54,54,monthly issuance,930119
4621,4621,3834,DISPONENT,460210,54,54,monthly issuance,930119
4622,4622,3835,OWNER,725525,50,50,monthly issuance,930316
4623,4623,3836,OWNER,670509,68,68,monthly issuance,971209
4624,4624,3837,OWNER,665524,48,48,issuance after transaction,930826
4625,4625,3837,DISPONENT,670304,48,48,issuance after transaction,930826
4626,4626,3838,OWNER,476124,3,3,monthly issuance,940502
4627,4627,3839,OWNER,420324,1,1,monthly issuance,950221
4628,4628,3839,DISPONENT,385531,1,1,monthly issuance,950221
4629,4629,3840,OWNER,230510,76,76,monthly issuance,940219
4630,4630,3840,DISPONENT,155927,76,76,monthly issuance,940219
4631,4631,3841,OWNER,335401,8,8,monthly issuance,950122
4632,4632,3842,OWNER,280418,1,1,monthly issuance,970312
4633,4633,3843,OWNER,806031,62,62,monthly issuance,961002
4634,4634,3844,OWNER,405309,67,67,monthly issuance,930523
4635,4635,3844,DISPONENT,360228,67,67,monthly issuance,930523
4636,4636,3845,OWNER,770922,48,48,monthly issuance,950514
4637,4637,3846,OWNER,690213,61,61,monthly issuance,970427
4638,4638,3847,OWNER,685226,33,33,monthly issuance,950613
4639,4639,3848,OWNER,800516,20,20,monthly issuance,960710
4640,4640,3849,OWNER,565507,75,75,monthly issuance,941021
4641,4641,3850,OWNER,580212,33,8,monthly issuance,930809
4642,4642,3850,DISPONENT,605803,33,8,monthly issuance,930809
4643,4643,3851,OWNER,695721,1,1,monthly issuance,970227
4644,4644,3852,OWNER,310119,20,20,monthly issuance,970914
4647,4647,3854,OWNER,780820,8,8,monthly issuance,960418
4648,4648,3855,OWNER,640124,33,33,monthly issuance,950904
4649,4649,3856,OWNER,285625,45,45,monthly issuance,961203
4650,4650,3857,OWNER,655715,54,54,monthly issuance,971022
4651,4651,3858,OWNER,790124,2,2,monthly issuance,951214
4652,4652,3859,OWNER,620226,53,53,monthly issuance,960423
4653,4653,3860,OWNER,466218,4,4,monthly issuance,941011
4654,4654,3861,OWNER,505215,2,2,monthly issuance,970130
4655,4655,3861,DISPONENT,471014,2,2,monthly issuance,970130
4656,4656,3862,OWNER,420916,1,1,monthly issuance,961123
4657,4657,3863,OWNER,410913,15,15,monthly issuance,930914
4658,4658,3864,OWNER,351011,33,33,monthly issuance,960701
4659,4659,3865,OWNER,595414,50,50,monthly issuance,950209
4660,4660,3866,OWNER,755706,60,60,monthly issuance,950905
4661,4661,3867,OWNER,445511,1,1,monthly issuance,970719
4662,4662,3868,OWNER,275210,1,43,monthly issuance,930821
4663,4663,3869,OWNER,421029,72,72,monthly issuance,940913
4664,4664,3870,OWNER,210805,38,38,monthly issuance,970108
4665,4665,3871,OWNER,265827,9,26,monthly issuance,930108
4666,4666,3871,DISPONENT,280612,9,26,monthly issuance,930108
4667,4667,3872,OWNER,410426,25,25,monthly issuance,970521
4668,4668,3872,DISPONENT,385625,25,25,monthly issuance,970521
4670,4670,3874,OWNER,685814,51,51,monthly issuance,950602
4671,4671,3874,DISPONENT,720727,51,51,monthly issuance,950602
4672,4672,3875,OWNER,490828,44,44,monthly issuance,971018
4673,4673,3876,OWNER,520816,69,69,monthly issuance,940213
4674,4674,3877,OWNER,786227,59,59,monthly issuance,961022
4675,4675,3878,OWNER,751002,23,23,monthly issuance,941007
4677,4677,3880,OWNER,215929,3,3,monthly issuance,960728
4678,4678,3881,OWNER,681206,21,21,monthly issuance,960304
4679,4679,3882,OWNER,480131,20,10,monthly issuance,930709
4680,4680,3883,OWNER,795524,72,72,monthly issuance,930315
4681,4681,3884,OWNER,496008,1,1,monthly issuance,961114
4682,4682,3884,DISPONENT,530811,1,1,monthly issuance,961114
4683,4683,3885,OWNER,560802,51,51,monthly issuance,970401
4684,4684,3886,OWNER,535305,1,1,monthly issuance,940220
4685,4685,3887,OWNER,640714,62,62,monthly issuance,960508
4686,4686,3888,OWNER,440702,39,39,monthly issuance,930527
4687,4687,3889,OWNER,476219,16,16,monthly issuance,970703
4688,4688,3889,DISPONENT,400911,16,16,monthly issuance,970703
4689,4689,3890,OWNER,630426,50,50,monthly issuance,960210
4690,4690,3891,OWNER,625826,66,1,monthly issuance,930818
4691,4691,3891,DISPONENT,640128,66,1,monthly issuance,930818
4692,4692,3892,OWNER,555406,76,43,monthly issuance,931025
4693,4693,3893,OWNER,430302,42,42,monthly issuance,961213
4694,4694,3893,DISPONENT,435415,42,42,monthly issuance,961213
4695,4695,3894,OWNER,251211,52,52,monthly issuance,960925
4696,4696,3894,DISPONENT,335412,52,52,monthly issuance,960925
4697,4697,3895,OWNER,575925,27,27,monthly issuance,950714
4698,4698,3896,OWNER,630331,45,45,monthly issuance,950817
4699,4699,3897,OWNER,636112,13,13,monthly issuance,970416
4700,4700,3898,OWNER,375615,70,70,monthly issuance,940207
4701,4701,3899,OWNER,410628,22,22,monthly issuance,960625
4704,4704,3901,OWNER,555429,12,12,monthly issuance,970830
4705,4705,3902,OWNER,550912,1,1,monthly issuance,950808
4706,4706,3903,OWNER,435711,58,58,monthly issuance,941219
4707,4707,3903,DISPONENT,401105,58,58,monthly issuance,941219
4708,4708,3904,OWNER,500714,18,18,monthly issuance,961005
4709,4709,3905,OWNER,780416,54,54,issuance after transaction,970528
4710,4710,3906,OWNER,615509,52,52,monthly issuance,970708
4711,4711,3906,DISPONENT,550723,52,52,monthly issuance,970708
4712,4712,3907,OWNER,605606,37,37,monthly issuance,960418
4713,4713,3908,OWNER,186104,13,13,monthly issuance,970116
4714,4714,3908,DISPONENT,110820,13,13,monthly issuance,970116
4715,4715,3909,OWNER,765812,15,1,monthly issuance,930114
4716,4716,3910,OWNER,335802,10,10,monthly issuance,970119
4717,4717,3911,OWNER,440809,32,32,monthly issuance,971216
4718,4718,3912,OWNER,321122,2,2,monthly issuance,940504
4719,4719,3913,OWNER,370218,23,23,monthly issuance,961004
4720,4720,3914,OWNER,465506,33,33,monthly issuance,950905
4721,4721,3915,OWNER,565321,65,65,monthly issuance,930402
4722,4722,3916,OWNER,720128,8,8,monthly issuance,970928
4723,4723,3917,OWNER,415206,1,1,monthly issuance,960330
4724,4724,3918,OWNER,736014,53,53,monthly issuance,931209
4725,4725,3919,OWNER,451117,34,34,monthly issuance,971018
4726,4726,3919,DISPONENT,525704,34,34,monthly issuance,971018
4727,4727,3920,OWNER,706123,74,74,monthly issuance,930901
4728,4728,3920,DISPONENT,701031,74,74,monthly issuance,930901
4729,4729,3921,OWNER,450707,18,18,monthly issuance,940717
4730,4730,3922,OWNER,200504,68,68,monthly issuance,971022
4731,4731,3923,OWNER,735211,52,52,monthly issuance,930330
4732,4732,3924,OWNER,180317,70,70,monthly issuance,960224
4733,4733,3925,OWNER,550717,1,1,monthly issuance,950905
4734,4734,3926,OWNER,250321,72,72,monthly issuance,940911
4735,4735,3926,DISPONENT,226023,72,72,monthly issuance,940911
4736,4736,3927,OWNER,435528,56,56,monthly issuance,931022
4737,4737,3928,OWNER,815601,24,24,monthly issuance,960508
4739,4739,3930,OWNER,605308,37,37,monthly issuance,950425
4740,4740,3931,OWNER,770612,28,28,monthly issuance,960205
4741,4741,3932,OWNER,295729,74,74,monthly issuance,960725
4742,4742,3933,OWNER,495413,61,61,monthly issuance,960211
4743,4743,3933,DISPONENT,560925,61,61,monthly issuance,960211
4744,4744,3934,OWNER,291218,6,6,monthly issuance,971223
4745,4745,3935,OWNER,485804,68,23,monthly issuance,930308
4746,4746,3936,OWNER,415720,39,39,monthly issuance,950504
4747,4747,3937,OWNER,225427,76,76,monthly issuance,960110
4748,4748,3937,DISPONENT,280126,76,76,monthly issuance,960110
4749,4749,3938,OWNER,485119,57,57,monthly issuance,931117
4750,4750,3939,OWNER,620404,70,70,monthly issuance,930708
4751,4751,3940,OWNER,730108,35,35,weekly issuance,950507
4752,4752,3941,OWNER,391009,7,7,monthly issuance,961226
4753,4753,3941,DISPONENT,345218,7,7,monthly issuance,961226
4754,4754,3942,OWNER,396228,27,27,weekly issuance,960510
4755,4755,3943,OWNER,545905,71,71,monthly issuance,960306
4756,4756,3944,OWNER,505108,22,22,monthly issuance,951008
4757,4757,3944,DISPONENT,451009,22,22,monthly issuance,951008
4758,4758,3945,OWNER,735109,50,50,monthly issuance,951107
4759,4759,3945,DISPONENT,800221,50,50,monthly issuance,951107
4760,4760,3946,OWNER,350327,70,70,monthly issuance,960716
4761,4761,3946,DISPONENT,346128,70,70,monthly issuance,960716
4762,4762,3947,OWNER,715213,76,76,monthly issuance,960123
4763,4763,3948,OWNER,445223,77,1,monthly issuance,931109
4764,4764,3949,OWNER,791015,54,54,monthly issuance,960111
4765,4765,3950,OWNER,350306,48,48,monthly issuance,970901
4766,4766,3951,OWNER,670527,22,22,monthly issuance,970602
4767,4767,3952,OWNER,185921,26,26,monthly issuance,960308
4768,4768,3953,OWNER,605403,1,1,monthly issuance,970616
4769,4769,3954,OWNER,235123,22,22,monthly issuance,930625
4770,4770,3954,DISPONENT,241213,22,22,monthly issuance,930625
4771,4771,3955,OWNER,615107,64,64,monthly issuance,930714
4772,4772,3956,OWNER,505129,6,6,monthly issuance,961028
4773,4773,3957,OWNER,525613,33,33,weekly issuance,960613
4774,4774,3958,OWNER,510814,59,59,monthly issuance,971228
4775,4775,3958,DISPONENT,485722,59,59,monthly issuance,971228
4776,4776,3959,OWNER,741222,1,1,weekly issuance,970215
4777,4777,3960,OWNER,295623,64,64,monthly issuance,930206
4778,4778,3960,DISPONENT,220307,64,64,monthly issuance,930206
4779,4779,3961,OWNER,780210,52,52,monthly issuance,970124
4780,4780,3962,OWNER,725201,54,54,monthly issuance,961213
4781,4781,3963,OWNER,665815,9,9,monthly issuance,971027
4782,4782,3964,OWNER,661228,25,25,monthly issuance,970125
4783,4783,3965,OWNER,786016,31,31,monthly issuance,930504
4784,4784,3966,OWNER,206208,42,42,monthly issuance,960109
4785,4785,3966,DISPONENT,211006,42,42,monthly issuance,960109
4786,4786,3967,OWNER,380816,54,54,monthly issuance,960922
4787,4787,3968,OWNER,620312,36,36,monthly issuance,960101
4788,4788,3969,OWNER,805427,39,39,monthly issuance,930620
4789,4789,3970,OWNER,405926,24,24,monthly issuance,951128
4790,4790,3971,OWNER,460209,75,75,monthly issuance,970313
4791,4791,3972,OWNER,360215,51,51,monthly issuance,931011
4792,4792,3973,OWNER,575525,20,20,monthly issuance,951127
4793,4793,3974,OWNER,465215,55,55,monthly issuance,960308
4794,4794,3975,OWNER,456116,20,20,monthly issuance,941002
4795,4795,3976,OWNER,255918,74,74,monthly issuance,960415
4796,4796,3977,OWNER,280311,7,7,monthly issuance,930925
4797,4797,3978,OWNER,405903,59,59,monthly issuance,950218
4798,4798,3979,OWNER,625102,37,37,monthly issuance,960214
4799,4799,3980,OWNER,465320,75,75,monthly issuance,930403
4800,4800,3980,DISPONENT,530814,75,75,monthly issuance,930403
4801,4801,3981,OWNER,781125,23,23,monthly issuance,950115
4802,4802,3982,OWNER,710706,75,26,monthly issuance,930727
4803,4803,3983,OWNER,450807,45,67,monthly issuance,930204
4804,4804,3984,OWNER,305207,51,51,monthly issuance,961214
4805,4805,3985,OWNER,355313,1,1,monthly issuance,970713
4806,4806,3986,OWNER,445201,19,19,monthly issuance,970620
4807,4807,3987,OWNER,481228,25,25,monthly issuance,970914
4808,4808,3988,OWNER,816124,23,23,monthly issuance,970504
4809,4809,3989,OWNER,301101,19,19,monthly issuance,950311
4810,4810,3989,DISPONENT,355126,19,19,monthly issuance,950311
4811,4811,3990,OWNER,715326,77,77,monthly issuance,970204
4812,4812,3991,OWNER,250626,1,1,monthly issuance,961228
4813,4813,3992,OWNER,681025,43,43,monthly issuance,971216
4814,4814,3993,OWNER,620228,54,54,monthly issuance,960124
4815,4815,3994,OWNER,700917,15,15,monthly issuance,960314
4816,4816,3994,DISPONENT,745304,15,15,monthly issuance,960314
4817,4817,3995,OWNER,690904,12,12,monthly issuance,950827
4818,4818,3996,OWNER,320313,1,1,monthly issuance,970622
4819,4819,3997,OWNER,640413,62,62,monthly issuance,940113
4820,4820,3998,OWNER,695919,2,2,monthly issuance,960420
4821,4821,3999,OWNER,395608,35,35,monthly issuance,930506
4822,4822,3999,DISPONENT,451013,35,35,monthly issuance,930506
4823,4823,4000,OWNER,820416,7,7,monthly issuance,930802
4824,4824,4001,OWNER,400305,54,54,monthly issuance,950204
4826,4826,4003,OWNER,776227,25,25,monthly issuance,970822
4831,4831,4008,OWNER,580814,27,27,monthly issuance,960323
4832,4832,4009,OWNER,575109,56,56,monthly issuance,940220
4833,4833,4010,OWNER,715228,30,30,monthly issuance,960819
4836,4836,4013,OWNER,521231,49,73,issuance after transaction,931008
4837,4837,4014,OWNER,675313,56,56,issuance after transaction,950515
4853,4853,4026,OWNER,390301,58,58,monthly issuance,970206
4861,4861,4033,OWNER,776101,57,57,monthly issuance,961119
4862,4862,4034,OWNER,436123,1,1,monthly issuance,930118
4863,4863,4035,OWNER,745302,1,1,monthly issuance,930725
4877,4877,4047,OWNER,570219,45,45,weekly issuance,950929
4882,4882,4052,OWNER,781221,36,36,weekly issuance,970125
4886,4886,4055,OWNER,791209,23,23,monthly issuance,930124
4892,4892,4059,OWNER,690308,26,34,monthly issuance,931008
4901,4901,4066,OWNER,505508,72,72,monthly issuance,940524
4904,4904,4069,OWNER,615419,38,38,monthly issuance,961117
4906,4906,4071,OWNER,766019,64,64,monthly issuance,960803
4907,4907,4071,DISPONENT,740531,64,64,monthly issuance,960803
4915,4915,4078,OWNER,630719,40,40,monthly issuance,930130
4916,4916,4079,OWNER,390109,52,52,monthly issuance,931103
4918,4918,4081,OWNER,680506,11,11,monthly issuance,950722
4919,4919,4082,OWNER,515526,49,49,monthly issuance,941108
4923,4923,4086,OWNER,620702,66,66,monthly issuance,960717
4925,4925,4088,OWNER,510618,45,45,monthly issuance,960301
4927,4927,4090,OWNER,555316,72,72,monthly issuance,961011
4928,4928,4091,OWNER,760209,9,9,monthly issuance,970804
4929,4929,4092,OWNER,430730,74,74,monthly issuance,960313
4930,4930,4093,OWNER,810730,1,1,monthly issuance,930325
4937,4937,4099,OWNER,606109,54,54,monthly issuance,960526
4941,4941,4102,OWNER,795225,60,60,monthly issuance,961113
4942,4942,4103,OWNER,590705,38,38,monthly issuance,950125
4944,4944,4105,OWNER,820407,58,58,monthly issuance,950508
4949,4949,4109,OWNER,821020,54,54,monthly issuance,950209
4956,4956,4116,OWNER,461010,6,6,monthly issuance,971005
4959,4959,4119,OWNER,790425,77,77,monthly issuance,931018
4961,4961,4121,OWNER,820731,54,54,monthly issuance,950608
4968,4968,4127,OWNER,380526,50,50,monthly issuance,960503
4969,4969,4128,OWNER,685720,64,64,monthly issuance,970926
4972,4972,4130,OWNER,775713,70,70,monthly issuance,970601
4974,4974,4131,OWNER,625630,5,5,monthly issuance,940819
4975,4975,4131,DISPONENT,611021,5,5,monthly issuance,940819
4976,4976,4132,OWNER,810118,36,36,monthly issuance,971002
4979,4979,4134,OWNER,370628,7,7,monthly issuance,930303
4989,4989,4140,OWNER,350904,28,28,monthly issuance,971205
4992,4992,4143,OWNER,725714,55,55,monthly issuance,971007
4993,4993,4144,OWNER,735627,1,1,monthly issuance,960819
4994,4994,4144,DISPONENT,780621,1,1,monthly issuance,960819
5002,5002,4150,OWNER,775717,65,65,monthly issuance,970705
5010,5010,4156,OWNER,505908,42,42,monthly issuance,970627
5012,5012,4158,OWNER,725922,27,27,monthly issuance,970904
5013,5013,4159,OWNER,800915,1,74,monthly issuance,930709
5016,5016,4161,OWNER,465105,1,1,monthly issuance,950223
5028,5028,4171,OWNER,760410,28,28,monthly issuance,930612
5030,5030,4173,OWNER,800115,1,1,monthly issuance,931108
5046,5046,4186,OWNER,370822,1,1,monthly issuance,960825
5050,5050,4190,OWNER,510119,62,62,monthly issuance,951004
5056,5056,4195,OWNER,575204,67,67,monthly issuance,940521
5067,5067,4204,OWNER,755910,21,21,monthly issuance,960129
5072,5072,4208,OWNER,815324,1,1,monthly issuance,970408
5081,5081,4214,OWNER,616031,1,1,monthly issuance,960321
5093,5093,4225,OWNER,495412,55,55,monthly issuance,930518
5107,5107,4237,OWNER,476006,50,18,monthly issuance,931129
5108,5108,4237,DISPONENT,440522,50,18,monthly issuance,931129
5111,5111,4240,OWNER,591212,50,50,monthly issuance,930208
5117,5117,4245,OWNER,750321,52,52,monthly issuance,940502
5126,5126,4253,OWNER,650403,43,43,monthly issuance,960116
5127,5127,4254,OWNER,755405,33,70,monthly issuance,930504
5128,5128,4255,OWNER,631224,70,70,weekly issuance,931108
5132,5132,4258,OWNER,671021,51,51,monthly issuance,950826
5133,5133,4259,OWNER,595810,66,66,monthly issuance,940408
5134,5134,4260,OWNER,675719,58,56,monthly issuance,931014
5137,5137,4263,OWNER,790505,5,5,monthly issuance,950717
5138,5138,4264,OWNER,745805,45,28,monthly issuance,931207
5141,5141,4266,OWNER,535519,54,54,monthly issuance,970205
5143,5143,4268,OWNER,730309,77,77,monthly issuance,970220
5144,5144,4268,DISPONENT,665607,77,77,monthly issuance,970220
5145,5145,4269,OWNER,506031,26,26,monthly issuance,951224
5149,5149,4273,OWNER,621218,15,15,monthly issuance,960311
5152,5152,4276,OWNER,755909,43,43,monthly issuance,940709
5159,5159,4283,OWNER,641202,39,39,monthly issuance,941016
5163,5163,4286,OWNER,576028,43,43,monthly issuance,961111
5164,5164,4287,OWNER,711130,9,1,monthly issuance,931017
5171,5171,4293,OWNER,565923,64,64,issuance after transaction,960204
5175,5175,4296,OWNER,495918,63,63,monthly issuance,930128
5180,5180,4301,OWNER,431220,1,1,monthly issuance,970626
5189,5189,4309,OWNER,615110,74,74,weekly issuance,970625
5200,5200,4318,OWNER,605423,33,33,weekly issuance,930413
5201,5201,4318,DISPONENT,540419,33,33,weekly issuance,930413
5203,5203,4320,OWNER,455908,61,61,monthly issuance,960723
5204,5204,4321,OWNER,630122,47,47,monthly issuance,930418
5212,5212,4328,OWNER,466012,72,72,monthly issuance,940617
5213,5213,4329,OWNER,801010,1,1,monthly issuance,940217
5214,5214,4330,OWNER,760912,47,47,monthly issuance,950705
5215,5215,4330,DISPONENT,736015,47,47,monthly issuance,950705
5217,5217,4332,OWNER,405716,74,74,monthly issuance,971223
5223,5223,4336,OWNER,775111,2,2,monthly issuance,970708
5224,5224,4337,OWNER,490724,29,29,monthly issuance,931116
5232,5232,4342,OWNER,485406,74,74,monthly issuance,960429
5233,5233,4343,OWNER,671030,66,31,monthly issuance,931122
5236,5236,4346,OWNER,780603,25,25,monthly issuance,960315
5237,5237,4347,OWNER,770803,1,1,monthly issuance,930327
5240,5240,4349,OWNER,400217,74,74,monthly issuance,960916
5241,5241,4350,OWNER,780626,63,63,monthly issuance,930404
5243,5243,4352,OWNER,700418,2,2,monthly issuance,930705
5245,5245,4354,OWNER,425318,38,38,monthly issuance,970108
5246,5246,4355,OWNER,820515,70,31,monthly issuance,930221
5247,5247,4356,OWNER,430414,47,47,monthly issuance,940126
5249,5249,4358,OWNER,715105,5,5,monthly issuance,970212
5253,5253,4361,OWNER,466007,69,69,monthly issuance,960311
5254,5254,4361,DISPONENT,480916,69,69,monthly issuance,960311
5263,5263,4368,OWNER,625227,1,1,monthly issuance,950116
5273,5273,4375,OWNER,590110,39,39,monthly issuance,961028
5275,5275,4377,OWNER,500521,28,28,monthly issuance,930424
5277,5277,4379,OWNER,686107,44,44,monthly issuance,960628
5281,5281,4383,OWNER,411224,73,73,monthly issuance,961110
